
(0-67 ARASI VERİLER) **** 1. derece yaklaştırma katsayıları ****
a0=-27526.3459972863 | a1=2775.3310719131614 | 
r değeri = 0.982985215495855

11.GÜN | Gerçek veri: 1236.0 , Yaklaşım verisi : 630.715782743580
12.GÜN | Gerçek veri: 1529.0 , Yaklaşım verisi : 1139.47884882778
13.GÜN | Gerçek veri: 1872.0 , Yaklaşım verisi : 1844.38200461778
14.GÜN | Gerçek veri: 2433.0 , Yaklaşım verisi : 2761.42237799309
15.GÜN | Gerçek veri: 3629.0 , Yaklaşım verisi : 3902.99587893536
16.GÜN | Gerçek veri: 5698.0 , Yaklaşım verisi : 5278.08041825970
17.GÜN | Gerçek veri: 7402.0 , Yaklaşım verisi : 6892.41912634589
18.GÜN | Gerçek veri: 9217.0 , Yaklaşım verisi : 8748.70357186974
19.GÜN | Gerçek veri: 10827.0 , Yaklaşım verisi : 10846.7569805342
20.GÜN | Gerçek veri: 13531.0 , Yaklaşım verisi : 13183.7174538009
21.GÜN | Gerçek veri: 15679.0 , Yaklaşım verisi : 15754.2211876209
22.GÜN | Gerçek veri: 18315.0 , Yaklaşım verisi : 18550.5856911666
23.GÜN | Gerçek veri: 20921.0 , Yaklaşım verisi : 21562.9930055626
24.GÜN | Gerçek veri: 23934.0 , Yaklaşım verisi : 24779.6729226169
25.GÜN | Gerçek veri: 27069.0 , Yaklaşım verisi : 28187.0862035525
26.GÜN | Gerçek veri: 30217.0 , Yaklaşım verisi : 31770.1077977384
27.GÜN | Gerçek veri: 34109.0 , Yaklaşım verisi : 35512.2100614209
28.GÜN | Gerçek veri: 38226.0 , Yaklaşım verisi : 39395.6459764550
29.GÜN | Gerçek veri: 42282.0 , Yaklaşım verisi : 43401.6323690355
30.GÜN | Gerçek veri: 47029.0 , Yaklaşım verisi : 47510.5331284284
31.GÜN | Gerçek veri: 52167.0 , Yaklaşım verisi : 51702.0424257020
32.GÜN | Gerçek veri: 56956.0 , Yaklaşım verisi : 55955.3679324583
33.GÜN | Gerçek veri: 61049.0 , Yaklaşım verisi : 60249.4140395641
34.GÜN | Gerçek veri: 65111.0 , Yaklaşım verisi : 64562.9650758828
35.GÜN | Gerçek veri: 69392.0 , Yaklaşım verisi : 68874.8685270047
36.GÜN | Gerçek veri: 74193.0 , Yaklaşım verisi : 73164.2182539795
37.GÜN | Gerçek veri: 78546.0 , Yaklaşım verisi : 77410.5377120459
38.GÜN | Gerçek veri: 82329.0 , Yaklaşım verisi : 81593.9631693645
39.GÜN | Gerçek veri: 86306.0 , Yaklaşım verisi : 85695.4269257487
40.GÜN | Gerçek veri: 90980.0 , Yaklaşım verisi : 89696.8405313951
41.GÜN | Gerçek veri: 95591.0 , Yaklaşım verisi : 93581.2780056153
42.GÜN | Gerçek veri: 98674.0 , Yaklaşım verisi : 97333.1590555677
43.GÜN | Gerçek veri: 101790.0 , Yaklaşım verisi : 100938.432294988
44.GÜN | Gerçek veri: 104912.0 , Yaklaşım verisi : 104384.758462920
45.GÜN | Gerçek veri: 107773.0 , Yaklaşım verisi : 107661.693642449
46.GÜN | Gerçek veri: 110130.0 , Yaklaşım verisi : 110760.872479431
47.GÜN | Gerçek veri: 112261.0 , Yaklaşım verisi : 113676.191401224
48.GÜN | Gerçek veri: 114653.0 , Yaklaşım verisi : 116403.991835421
